	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
762	Frisch gelebt! Banck, Otto l0080020	"Nehmt das Gute für was Gut's,
Laßt die kleinen Sorgen,
Heute schaffend frohen Muth's
Bringt ein glücklich Morgen!"	0.0	0.0	0.0	1.0	0.0	1.0	"Frisch gelebt!
Banck, Otto Soll des Lebens Tragkraft sich
Wirkungsreich entwickeln,
Darf sie nicht so zaghaft sich
Stimmungsweich zerstückeln! Mög' auch droh'n euch mancher Feind,
Glaubet mir, es macht sich,
Wer sich selbst behält zum Freund,
Hat gar wohl bedacht sich! Euer offnes Auge sei
Offner Seele Fenster,
Blickt ihr um euch fest und frei,
Seht ihr nie Gespenster! Nehmt das Gute für was Gut's,
Laßt die kleinen Sorgen,
Heute schaffend frohen Muth's
Bringt ein glücklich Morgen!"	l0080020	JOY#SADNESS
3281	Ich möchte heim Gerok, Carl	"Ich möchte heim
Gerok, Carl"	0.0	0.0	0.0	0.0	0.0	0.0	"Ich möchte heim
Gerok, Carl"	l00200143	NONE
5684	Puppentanz Preuschen-Telmann, Hermine von	"Doch wüst und wüster ward die tolle Weise —
Und plötzlich schien sie meinem wunden Hirn
Im ungeheuren Puppenspiel der Welt
Des Lebenstanzes Leitmotiv zu sein,
Nach dessen Klängen athemlos auch ich,
Wie all' die andern Puppen, rastlos kreiste
Und zuckte an den Drähten des Geschicks!"	0.0	1.0	0.0	0.0	0.0	0.0	"Puppentanz
Preuschen-Telmann, Hermine von Ich lag zu Bett, nicht eben ernstlich krank,
Doch lag ich einsam in der großen Stadt
Und träumt' und sann und dachte, dachte, dachte.
Ein schwüler, trüber Junitag. Vom Fenster
Tönt' aus dem Hinterhof nur Kinderlachen.
Dann drang's an's Ohr mit hartem, grellem Klang,
Ein Leierkasten drunten in der Tiefe,
Affen und Puppen drum in buntem Tanz.
Wie falsch und laut die schrille Melodie
In's Ohr mir tönte und der Kinderjubel
Schneidend dazwischen in die Seele griff. Doch wüst und wüster ward die tolle Weise —
Und plötzlich schien sie meinem wunden Hirn
Im ungeheuren Puppenspiel der Welt
Des Lebenstanzes Leitmotiv zu sein,
Nach dessen Klängen athemlos auch ich,
Wie all' die andern Puppen, rastlos kreiste
Und zuckte an den Drähten des Geschicks!"	l0090082	ANGER
1726	Die einsame Tanne Kaufmann, Alexander l00130182	"Die Tanne hört von allem nichts,
Sie sieht die Au'n sich weiten,
Sie schaut der Wälder wogend Meer
Sich über die Lande breiten."	0.0	1.0	0.0	0.0	0.0	0.0	"Die einsame Tanne
Kaufmann, Alexander Die Tanne ragt so hoch und stolz —
Die Sträucher kichern und schwätzen,
Sie haben am stolzen Tannenbaum
Gar vieles auszusetzen. Die Tanne hört von allem nichts,
Sie sieht die Au'n sich weiten,
Sie schaut der Wälder wogend Meer
Sich über die Lande breiten."	l00130182	ANGER
5543	Bauernkrieg Lingg, Hermann l0080330	"Krieg denn, Krieg!
Rother Hahn, flieg'!
Flieg' über die Schlösser all'!
Schwing' die Flügel und krähe!
Niemand ackre, Niemand säe,
Öd sei Scheuer, Hof und Stall!"	0.0	1.0	0.0	0.0	0.0	0.0	"Bauernkrieg
Lingg, Hermann Acht und Bann
Über den Bauersmann
Sprachen die Herrn im Land herum,
Schickten zu allen Burgen und Höfen,
Allen Fürsten und Bischöfen
Ihr blutig Evangelium. Krieg denn, Krieg!
Rother Hahn, flieg'!
Flieg' über die Schlösser all'!
Schwing' die Flügel und krähe!
Niemand ackre, Niemand säe,
Öd sei Scheuer, Hof und Stall!"	l0080330	ANGER
2283	Erfüllung Klopsch, Emanuel	"Was ich ersehnt, gab diese Stunde,
Die Hoffnung schweigt, sie ist erfüllt;
Auf meiner Seele stillem Grunde
Ruht ewig mir dein süßes Bild.
Leis' naht der Schlaf in lichten Kreisen,
Umwandelt meine Stirn der Traum;
O tönt, tönt fort, ihr holden Weisen,
Entrückt der Zeit mich und dem Raum!"	0.0	0.0	0.0	1.0	1.0	0.0	"Erfüllung
Klopsch, Emanuel Nun hab' ich alle Gunst errungen,
Die für mein Leben ich erfleht:
Du ruhst von meinem Arm umschlungen,
Von meiner Liebe Hauch durchweht;
Es kommt ein seliges Ermatten,
Ein göttlich Ruhen über mich —
So stillet mit des Abends Schatten
Des Meers gewalt'ge Brandung sich! Was ich ersehnt, gab diese Stunde,
Die Hoffnung schweigt, sie ist erfüllt;
Auf meiner Seele stillem Grunde
Ruht ewig mir dein süßes Bild.
Leis' naht der Schlaf in lichten Kreisen,
Umwandelt meine Stirn der Traum;
O tönt, tönt fort, ihr holden Weisen,
Entrückt der Zeit mich und dem Raum!"	l0020097	JOY#LOVE
7705	Wie die Nachtigallen an den Rosen nippen Bodenstedt, Friedrich l00200206	"Wie die Meereswellen an den Felsenklippen,
— Wenn das sturmbewegte Meer in Wuth ist —
Breche schäumend sich der Wein an unsern Lippen,
— Wir sind klug und wissen, daß es gut ist! —"	0.0	1.0	0.0	0.0	0.0	0.0	"Wie die Nachtigallen an den Rosen nippen
Bodenstedt, Friedrich Wie die Nachtigallen an den Rosen nippen,
— Sie sind klug und wissen, daß es gut ist! —
Netzen wir am Weine unsre losen Lippen,
— Wir sind klug und wissen, daß es gut ist! — Wie die Meereswellen an den Felsenklippen,
— Wenn das sturmbewegte Meer in Wuth ist —
Breche schäumend sich der Wein an unsern Lippen,
— Wir sind klug und wissen, daß es gut ist! —"	l00200206	ANGER
2840	Wer keinen Frühling hat Prechtler, Otto	"Wer keinen Frühling hat, dem blüht er nicht,
Wer schweigt, dem tönt kein Echo hier auf Erden,
Weß Herz nicht dichtet, der faßt kein Gedicht,
Und wer nicht liebt, dem wird nicht Liebe werden."	1.0	0.0	0.0	0.0	1.0	0.0	"Wer keinen Frühling hat
Prechtler, Otto Wer keinen Frühling hat, dem blüht er nicht,
Wer schweigt, dem tönt kein Echo hier auf Erden,
Weß Herz nicht dichtet, der faßt kein Gedicht,
Und wer nicht liebt, dem wird nicht Liebe werden."	l0080391	AGITATION#LOVE
7915	Der Weltumstürzer Hoffmann, Heinrich [Pseud. Fallersleben, Hoffmann von]	"Heil dem Herzen, das da strebt
Die Sünde zu fliehn und zu hassen,
Und allem, was in Freude lebt,
Auch seine Freude zu lassen!"	0.0	1.0	0.0	1.0	0.0	0.0	"Der Weltumstürzer
Hoffmann, Heinrich [Pseud. Fallersleben, Hoffmann von] Ich liebe den Sang, ich liebe den Wein,
Den Frühling mit seinen Rosen,
Ich liebe die blühenden Mägdelein
Mit ihrem Lächeln und Kosen.
Ich möchte verbannen die Sorg' und das Leid
Und jegliche trübe Stunde,
Daß heimisch nur würde die Heiterkeit
Auf diesem Erdenrunde. Heil dem Herzen, das da strebt
Die Sünde zu fliehn und zu hassen,
Und allem, was in Freude lebt,
Auch seine Freude zu lassen!"	l0080267	ANGER#JOY
1569	Von denen vier Temperamentis Hoffmann, Heinrich [Pseud. Fallersleben, Hoffmann von; alt. Fallersleben, August Heinrich Hoffmann von]	"Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	0.0	1.0	1.0	0.0	0.0	0.0	"Von denen vier Temperamentis
Hoffmann, Heinrich Ich bin ein Melancholicus,
Bin immer ernst und voll Verdruß:
Die Welt dünkt mich ein wüstes Haus
Voll Sorg' und Noth und Gram und Graus;
Hab' weder Lust an Tanz noch Spiel,
Des Zechens acht' ich auch nit viel;
Ich esse nur, ich trinke nur,
Weil's haben will menschlich Natur. Drauf werd' ich ein Sanguinicus,
Der Alles, Alles lieben muß;
Die rosinfarben Wängelein,
Die ehr' ich mehr denn Gold und Wein.
Ich pfeif' und hüpf', ich sing' und tanz',
Ich seh', daß ich behalt' die Schanz';
Und mach' allzeit ein froh Gesicht
Und zaudre bei dem Trunke nicht. Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	l00200072	ANGER#FEAR
2033	Menschenopfer Lemmermayer, Fritz	"Das alte blut'ge Opfer du
Unblutig hast erneuert:
Das Schicksal opfert blutig fort —
Kein Gott, kein Gott ihm steuert!"	0.0	1.0	0.0	0.0	0.0	0.0	"Man sagt, die Jugend selbst sei Glück.
Ich hab' es nicht erfahren.
Mir waren niemals hold gesinnt
Die dachnistenden Laren. Mir fehlte, was die Jugend braucht,
Des Frohsinns Wohlbehagen;
Des Kummers bleiche Wange schon
Als Kind ich mußte tragen. Die Rebe, die kein Stäblein hat,
Muß bald zu Grunde gehen;
Ich war die Rebe, ward zerwühlt
In wilden Sturmes Wehen. Nach dir, nach dir, mein Jesu Christ,
Ich jugendlich mich sehnte;
Das grause Schicksal mich und dich
Frevelnd und frech verhöhnte. Der Pöbelhaß, der Pöbelwahn
Hat dich an's Kreuz geschlagen;
Das Schicksal thut das Gleiche noch
Mit uns an allen Tagen. Das alte blut'ge Opfer du
Unblutig hast erneuert:
Das Schicksal opfert blutig fort —
Kein Gott, kein Gott ihm steuert!"	l0070065	ANGER
3553	Die Heimath Hölderlin, Friedrich	"Am kühlen Bache, wo ich der Wellen Spiel,
Am Strome, wo ich gleiten die Schiffe sah,
Dort bin ich bald; euch, traute Berge,
Die mich behüteten einst, der Heimath"	0.0	0.0	0.0	0.0	0.0	1.0	"Die Heimath
Hölderlin, Friedrich Froh kehrt der Schiffer heim an den stillen Strom,
Von Inseln fernher, wenn er geerntet hat;
So käm' auch ich zur Heimath, hätt' ich
Güter so viele, wie Leid geerntet. Ihr theuern Ufer, die mich erzogen einst,
Stillt ihr der Liebe Leiden, versprecht ihr mir,
Ihr Wälder meiner Jugend, wenn ich
Komme, die Ruhe noch einmal wieder? Am kühlen Bache, wo ich der Wellen Spiel,
Am Strome, wo ich gleiten die Schiffe sah,
Dort bin ich bald; euch, traute Berge,
Die mich behüteten einst, der Heimath"	l00200006	SADNESS
4498	Die Mittelmässigen Seidel, Heinrich	"Die Musik ist heutzutage
Wohl der Menschheit grösste Plage:
Schauervolles wird erreicht,
Wenn der Mensch die Geige streicht
Oder um die Abendröte
Zwecklos bläst auf einer Flöte;
Und ich hege die Vermutung,
Dass auch der Posaune Tutung
Manchem wohl bei Tag und Nacht
Keine grosse Freude macht.
Dieser schlägt mit viel Gebimbel
Grausamlich das Klavezimbel,
Jener aber, gnadenlos,
Kneift das Cello — Gott ist gross!
Seine Langmut ist unendlich,
Treibts der Mensch auch noch so schändlich!"	0.0	1.0	0.0	0.0	0.0	0.0	"Die Mittelmässigen
Seidel, Heinrich Die Musik ist heutzutage
Wohl der Menschheit grösste Plage:
Schauervolles wird erreicht,
Wenn der Mensch die Geige streicht
Oder um die Abendröte
Zwecklos bläst auf einer Flöte;
Und ich hege die Vermutung,
Dass auch der Posaune Tutung
Manchem wohl bei Tag und Nacht
Keine grosse Freude macht.
Dieser schlägt mit viel Gebimbel
Grausamlich das Klavezimbel,
Jener aber, gnadenlos,
Kneift das Cello — Gott ist gross!
Seine Langmut ist unendlich,
Treibts der Mensch auch noch so schändlich!"	l0050011	ANGER
7333	Der Sausewind Naaff, Anton August	"Es hat in stiller Mitternacht
Mein Fensterlein geklirrt,
Wer ist's, wer ist's, den's in der Nacht
Zu meiner Kammer führt?
Du Sausewind, du Brausewind,
Ich hör' und kenn' dich schon; —
Mach' mir mein armes Herz nicht schwer,
Geschwind — mach' dich davon.
Der Sausewind, der Brausewind,
Er hat dazu gelacht,
Und selber sich das Fensterlein
Zur Kammer aufgemacht.
Viel Liebes hat er mir gesagt,
Ich konnt' nicht böse sein,
Mir ward glühheiß und bang dabei
In meinem Kämmerlein.
Frühmorgens, als die Hähne schon
Im ganzen Dorf gekräht,
Da ist er durch das Fensterlein —
Weit — weit davon geweht.
Der Sausewind, der Brausewind,
Er war bei mir zur Nacht,
Er hat mich armes, armes Ding
Um alle Ruh' gebracht!
Und wenn in stiller, stiller Nacht
Mein Fenster manchmal klirrt,
Da wein' ich: Ach, du Sausewind,
Wohin hat's dich geführt?"	0.0	1.0	0.0	1.0	1.0	1.0	"Der Sausewind
Naaff, Anton August Es hat in stiller Mitternacht
Mein Fensterlein geklirrt,
Wer ist's, wer ist's, den's in der Nacht
Zu meiner Kammer führt?
Du Sausewind, du Brausewind,
Ich hör' und kenn' dich schon; —
Mach' mir mein armes Herz nicht schwer,
Geschwind — mach' dich davon.
Der Sausewind, der Brausewind,
Er hat dazu gelacht,
Und selber sich das Fensterlein
Zur Kammer aufgemacht.
Viel Liebes hat er mir gesagt,
Ich konnt' nicht böse sein,
Mir ward glühheiß und bang dabei
In meinem Kämmerlein.
Frühmorgens, als die Hähne schon
Im ganzen Dorf gekräht,
Da ist er durch das Fensterlein —
Weit — weit davon geweht.
Der Sausewind, der Brausewind,
Er war bei mir zur Nacht,
Er hat mich armes, armes Ding
Um alle Ruh' gebracht!
Und wenn in stiller, stiller Nacht
Mein Fenster manchmal klirrt,
Da wein' ich: Ach, du Sausewind,
Wohin hat's dich geführt?"	l0010161	ANGER#JOY#LOVE#SADNESS
7911	Eglantine Leuthold, Heinrich	"Ich grüss' dich, du trotzig, schwarzäugig Kind!
Du liebst die Liebe, ich liebe den Schmerz;
Mein Sinn ist wie der brausende Wind,
Eine wilde Rose sei dein Herz. —
Drin lodre die Liebe, drin laure der Zorn,
Einen Kuss, einen Kuss mir gieb!
Eine wilde Rose sei unsere Lieb
Mit scharfem Dorn!"	0.0	1.0	0.0	0.0	1.0	1.0	"Eglantine
Leuthold, Heinrich Wie der Sturmwind, der über die Haide pfeift
Ohne Rast, ohne Ruh, ohne sichere Statt,
So mein heisser Sinn über die Erde schweift,
So mein Herz, das keinen Freund, keine Heimath hat;
Die sanfte blaue Blume im wogenden Korn,
Die zahme Blume ist nicht für mich —
Eine wilde Rose lieb' ich
Mit scharfem Dorn. Ich grüss' dich, du trotzig, schwarzäugig Kind!
Du liebst die Liebe, ich liebe den Schmerz;
Mein Sinn ist wie der brausende Wind,
Eine wilde Rose sei dein Herz. —
Drin lodre die Liebe, drin laure der Zorn,
Einen Kuss, einen Kuss mir gieb!
Eine wilde Rose sei unsere Lieb
Mit scharfem Dorn!"	l00160188	ANGER#LOVE#SADNESS
