	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
6889	Der Trompeter Scheffel, Josef Victor von	"Wie stolz und stattlich geht er!
Wie adlig ist sein Mut!
Er ist nur ein Trompeter,
Und doch bin ich ihm gut."	0.0	0.0	0.0	0.0	1.0	0.0	"Der Trompeter
Scheffel, Josef Victor von Wie stolz und stattlich geht er!
Wie adlig ist sein Mut!
Er ist nur ein Trompeter,
Und doch bin ich ihm gut."	l0010208	LOVE
2460	Des Kaisers Traum Gerhardt, Dagobert von [Pseud. Amyntor, Gerhard von]	"Und beide Recken sehen lang' sich an,
Drauf an dem Steintisch strecken sie die Glieder.
„Wie sonderbar,“ — hebt Kaiser Wilhelm an —
„Daß Ihr noch immer kehrt zum Lichte wieder!
Als zu Versailles der Ruf die Luft durchschnitt:
Ein Kaiser ward dem deutschen Reich! da hieß es:
Des Harrens ist jetzt Barbarossa quitt,
Für immer ledig seines Felsverließes“. —"	0.0	0.0	0.0	0.0	0.0	0.0	"Des Kaisers Traum
Gerhardt, Dagobert von [Pseud. Amyntor, Gerhard von] Der Kaiser schläft. Schon grüßt des Frührots Schein
Durch busch'ge Wipfel auf des Schlosses Zinnen;
Ein feiner Dunst hüllt noch die Wasser ein,
Die an dem Fuß des Babelsberges rinnen;
Doch rosig glühen, wie ein Werk der Fee
Morgana, schon der Havelbrücke Bogen,
Und die Fregatte auf dem Jungfernsee
Taucht mit den Masten aus des Nebels Wogen. Der Kaiser schläft. Ein Traum hält ihn im Bann:
In eine Höhle tritt er — magisch flimmert
Ein Lämpchen dort — am Steintisch sitzt ein Mann,
Des Vollbart rötlich durch den Dämmer schimmert;
Und wie der Kaiser naht, steht jener auf
Und spricht: „Mit Euch, mein Fürst, sei Gottes Segen!“
Die Linke stützt er auf des Schwertes Knauf,
Die Rechte streckt zum Willkomm er entgegen. Der Kaiser fühlt den Druck der kalten Hand:
„Bist du ein Geist? Wie soll ich dich begrüßen?“ —
„Der erste Friedrich ward ich einst genannt,
Das römisch-deutsche Reich lag mir zu Füßen.“ —
„Wie? Barbarossa — Ihr?“ — „Ja, Majestät!
Der Rotbart darf Euch kühnlich Weißbart taufen;
Der kaiserliche Hohenzollern steht
Vor'm Geist des kaiserlichen Hohenstaufen.“ — Und beide Recken sehen lang' sich an,
Drauf an dem Steintisch strecken sie die Glieder.
„Wie sonderbar,“ — hebt Kaiser Wilhelm an —
„Daß Ihr noch immer kehrt zum Lichte wieder!
Als zu Versailles der Ruf die Luft durchschnitt:
Ein Kaiser ward dem deutschen Reich! da hieß es:
Des Harrens ist jetzt Barbarossa quitt,
Für immer ledig seines Felsverließes“. —"	l00130020	NONE
7285	BALLADE VON WAHN UND TOD FRANZ WERFEL l00300161	"Ich ging, wie Tote gehn,
Ein abgeschiedner Geist, verwaist und ungesehn.
Ich schwebte fern und kühl durch Heimkehr und Gewühl,
Sah Kinder rennen und sah Bettler stehn.
Ein Buckliger hielt sich den Bauch, und eine Greisin schwang den Stock und                     schrie.
Leicht eine Dame lächelte. Ein Mädchen küßte sich die Hand ...
Und ich verstand, was sie verband, und schritt durch ihre Alchimie."	0.0	0.0	0.0	1.0	1.0	0.0	"O letzte Angst und Schmerz!
O Traum vom Flur, o Traum vom Haus, aus dem die Frau mich führte aus!
O Bett, im Dunkel aufgestellt, auf dem sie mich entließ zur Welt!
Ich stand in schwarzem Erz,
Und hielt mein Herz und konnte nicht schrein,
Und sang ein – Rette mich – in mich ein.
Der Raum von Stein baute mich ein. Ich hörte schallen den Fluß und fallen, den                     Fluß: Allein Und da es war also,
Tat sich mir kund mein letztes Los, und ich stieg auf aus allem Schoß.
Im schwarzen Traum vom Flur zerriß und klang die Schnur.
Und ich erkannte so,
Warum da leicht und fein die Hand mich schlug,
Die schwach an meine Stirne fuhr,
Und meinen Gang geheim bezwang, daß ich nicht wankte mehr und kaum mich selber                     trug. Und als ich ihn erkannt,
Den Augenblick, der mich trat an, da war ich selbst der andre Mann,
Und der mir hart gebot, ich selber war mein Tod.
Und nahm mir alles unverwandt,
Und wand es fort aus meiner Hand und hielt’s gepackt: –
Genuß und Liebe, Macht und Ruhm und jammernd die Dichtkunst zuletzt.
Und stand entsetzt und ausgefetzt und ohne Wahn und aufgetan und völlig                     nackt. O Tod, o Tod, ich sah
Zum erstenmal mich wahrhaft sein, mich ohne Willen, Wunsch und Schein,
Wie Trinker nächtlich spät sich gegenüber steht.
– – Er lacht und bleibt sich fern und nah – –
Ich stand erstarrt in erster Gegen-Wart, allein, zu zwein.
(Ach, was wir sagen, lügt schon, weil es spricht.)
Ich fand mich, ohne Wahn mich sein, und starb in mein Erwachen ein. Im großen Raum des Tags
Hob ich mein Haupt auf aus dem Traum und sah auf meinen Fensterbaum.
Die Stadt ging hohl, Novembermeer, und schallte schwer,
Der Himmel glühte noch kaum.
Ich aber ging hinab mit großem Haupt und Hut,
Und ging durch Straßen, rötliches Gebirg und Paß ...
Mein Haupt vom Traum umlaubt noch. Ging mit dumpfem Blut. Ich ging, wie Tote gehn,
Ein abgeschiedner Geist, verwaist und ungesehn.
Ich schwebte fern und kühl durch Heimkehr und Gewühl,
Sah Kinder rennen und sah Bettler stehn.
Ein Buckliger hielt sich den Bauch, und eine Greisin schwang den Stock und                     schrie.
Leicht eine Dame lächelte. Ein Mädchen küßte sich die Hand ...
Und ich verstand, was sie verband, und schritt durch ihre Alchimie."	l00300161	JOY#LOVE
532	Der jungen Mutter Wiegenlied Holzamer, Wilhelm	"Und leise klinkt die Thür. — Sacht, sacht
Singst du dein Liedchen weiter.
Und unbemerkt zur Wiege tritt
Der Ernst, der rauhe Begleiter."	0.0	0.0	0.0	1.0	0.0	1.0	"Der jungen Mutter Wiegenlied
Holzamer, Wilhelm Ich sehe eine weiße Hand
Zu neuem Glück dich laden,
Und dankbar Herz und Sinne sich
In seinen Freuden baden. Ich hör ein fein lieb zärtlich Lied
Leis dir vom Munde rinnen,
Und weiterklingend hoffnungsfroh
Viel goldne Fäden spinnen. Und leise klinkt die Thür. — Sacht, sacht
Singst du dein Liedchen weiter.
Und unbemerkt zur Wiege tritt
Der Ernst, der rauhe Begleiter."	l00170112	JOY#SADNESS
1822	Freude! Freude! Schüler, Gustav	"So kommt und jauchzt! Das ist des Lebens Sinn.
Denn Angst und Gram und Weinen taugt zu nichts.
Gebt wie ein wunschlos Kind die Seele hin:
So spielt ihr euch hinein ins Meer des Lichts."	0.0	0.0	1.0	1.0	0.0	1.0	"Freude! Freude!
Schüler, Gustav So kommt und jauchzt! Das ist des Lebens Sinn.
Denn Angst und Gram und Weinen taugt zu nichts.
Gebt wie ein wunschlos Kind die Seele hin:
So spielt ihr euch hinein ins Meer des Lichts."	l0030399	FEAR#JOY#SADNESS
2268	VERSÖHNUNG ELSE LASKER-SCHÜLER l00300118	"Grenzt nicht mein Herz an deins –
Immer färbt dein Blut meine Wangen rot."	0.0	0.0	0.0	0.0	1.0	0.0	"Es wird ein großer Stern in meinen Schoß fallen ...
Wir wollen wachen die Nacht, In den Sprachen beten,
Die wie Harfen eingeschnitten sind. Wir wollen uns versöhnen die Nacht –
So viel Gott strömt über. Kinder sind unsere Herzen,
Die möchten ruhen müdesüß. Und unsere Lippen wollen sich küssen,
Was zagst du? Grenzt nicht mein Herz an deins –
Immer färbt dein Blut meine Wangen rot."	l00300118	LOVE
7628	Vom „guten, alten“ Onkel Blüthgen, Victor	"Doch einst — der Mai kam just heran,
Die Luft war lenzestrunken —
Da ist sie mit einem jungen Mann
Vor ihm aufs Knie gesunken.
Sie flehten, dass sein Segenswort
Ihr dauernd Glück gestalte.
Wie stand er so erschrocken dort.
Der Onkel, der „gute, alte“!"	1.0	0.0	1.0	1.0	0.0	0.0	"Vom „guten, alten“ Onkel
Blüthgen, Victor Er zählte schon in die vierzig Jahr,
Der Onkel, der „gute, alte“;
Er nahm sie aus der Geschwisterschaar,
Dass sie sein Haus verwalte,
Und Alles pries den edlen Mann,
Wie er sie väterlich halte.
Was Wunder, dass er ihr Herz gewann,
Der Onkel, der „gute, alte“! Sie war so rosig und kerngesund,
Und konnte so reizend schmeicheln;
Er liess sich küssen von ihrem Mund
Und liess sich geduldig streicheln;
Wie weich sie wischte von seiner Stirn
Die böse, die Sorgenfalte!
Er hatte sie lieb, die „schmucke Dirn“,
Der Onkel, der „gute, alte“. Sie durfte sich putzen nach Herzenslust
Er schenkte ihr Sammet und Seide;
Er schmückte des „Töchterchens“ junge Brust
Mit funkelndem Geschmeide.
Sie hing am Arm ihm überall;
Und kam der Winter, der kalte,
So ging er getreuHch auf jeden Ball,
Der Onkel, der „gute, alte“. Nur eines sah er niemals gern,
Es machte ihn still und verdriesslich:
Das Seufzen und Schmachten junger Herrn,
Das fand er unerspriesslich.
Sie selber sprach, dass sie's für Wind
Und eitel Thorheit halte.
Er freute sich über sein „kluges Kind“,
Der Onkel, der „gute, alte“. Doch einst — der Mai kam just heran,
Die Luft war lenzestrunken —
Da ist sie mit einem jungen Mann
Vor ihm aufs Knie gesunken.
Sie flehten, dass sein Segenswort
Ihr dauernd Glück gestalte.
Wie stand er so erschrocken dort.
Der Onkel, der „gute, alte“!"	l00160012	AGITATION#FEAR#JOY
4640	Mädchenbitte Schanz, Frida	"Mädchenbitte
Schanz, Frida"	0.0	0.0	0.0	0.0	0.0	0.0	"Mädchenbitte
Schanz, Frida"	l0010201	NONE
1382	Es ist ein Lachen nur in meiner Seele Preuschen, Hermione von [alt. Preuschen-Telmann, Hermione von; Preuschen, Hermine von]	"Es ist ein Lachen nur in meiner Seele
Ob all' des kleinen, zwerghaft kleinen Ringens,
Das sie Talent und Geist und Künste heißen
Und gar Genie!"	0.0	1.0	0.0	1.0	1.0	0.0	"Es ist ein Lachen nur in meiner Seele
Preuschen, Hermione von [alt. Preuschen-Telmann, Hermione von; Preuschen, Hermine von] Es ist ein Lachen nur in meiner Seele
Ob all' der armen, menschlichen Gefühle,
Die sie da Haß und die sie Liebe nennen
Und Leidenschaft! Es ist ein Lachen nur in meiner Seele
Ob all' des kleinen, zwerghaft kleinen Ringens,
Das sie Talent und Geist und Künste heißen
Und gar Genie!"	l00170180	ANGER#JOY#LOVE
2875	Ich komme nach Vogl, Johann Nepomuk l00200098	"In deines Lebens Blüthetagen
Entschwandest du zur stillen Gruft,
Die tief im Herzen ich getragen,
Als wie den Edelstein die Kluft;
Nun bist du mir für immer ferne,
Du Rose, der der Dorn gebrach,
Doch wo du weilst, auf welchem Sterne,
Ich komme nach, ich komme nach!"	0.0	0.0	0.0	1.0	1.0	1.0	"Ich komme nach
Vogl, Johann Nepomuk Fast Alle sind vorausgegangen
An denen meine Seele hing,
Nicht wird sie mehr mein Arm umfangen,
Der sie so liebewarm umfing.
Ach, nimmer aus der Schläfer Kreise
Ruft sie mein heißes Sehnen wach,
Doch mir zum Troste flüstr' ich leise:
Ich komme nach, ich komme nach! In deines Lebens Blüthetagen
Entschwandest du zur stillen Gruft,
Die tief im Herzen ich getragen,
Als wie den Edelstein die Kluft;
Nun bist du mir für immer ferne,
Du Rose, der der Dorn gebrach,
Doch wo du weilst, auf welchem Sterne,
Ich komme nach, ich komme nach!"	l00200098	JOY#LOVE#SADNESS
52	Lieder an Liane Hoechstetter, Sophie	"Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	1.0	0.0	1.0	1.0	1.0	1.0	"Du sollst an meiner Mutter stillem Herd
Die alten lieben, guten Worte hören,
Die alten Worte, die das Herz betören:
Von Heimatglück, von fernen Zeiten,
Von müden, lang erblaßten Leiden,
Die uns noch rühren. Du sollst in meiner Mutter Gartenland
Die kleinen, bunten Blumen pflücken,
Die überfallend nach dem Steig sich bücken,
Die roten Rosen, die dort einsam blühen
Und erglühen
Für dich allein. Du sollst in meiner Mutter altem Haus
Die Liebe nehmen, die ich holen will
Aus meiner Seele Tiefe und dir still
Zu Füßen legen, bis der letzte Tag
Uns kommen mag
In diesem Leben. Du sollst in meiner Mutter Heimatdorf
Die Einsamkeit und frühes Leid vergessen
Und allen Kummer, den du je ermessen —
Weil ich dich führen will und lächelnd tragen
Mit stolzem Wagen
Zu unserm letzten Glück. Du sollst in meiner Mutter Hochzeitskleid
Von weicher, weißer, weiter Schimmerseide,
Die ein Symbol der Freude für uns beide,
Das liebe gute Wort mir geben,
Das mein Leben
Mit dir vereint. Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	l00140053	AGITATION#FEAR#JOY#LOVE#SADNESS
1569	Von denen vier Temperamentis Hoffmann, Heinrich [Pseud. Fallersleben, Hoffmann von; alt. Fallersleben, August Heinrich Hoffmann von]	"Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	0.0	1.0	1.0	0.0	0.0	0.0	"Von denen vier Temperamentis
Hoffmann, Heinrich Ich bin ein Melancholicus,
Bin immer ernst und voll Verdruß:
Die Welt dünkt mich ein wüstes Haus
Voll Sorg' und Noth und Gram und Graus;
Hab' weder Lust an Tanz noch Spiel,
Des Zechens acht' ich auch nit viel;
Ich esse nur, ich trinke nur,
Weil's haben will menschlich Natur. Drauf werd' ich ein Sanguinicus,
Der Alles, Alles lieben muß;
Die rosinfarben Wängelein,
Die ehr' ich mehr denn Gold und Wein.
Ich pfeif' und hüpf', ich sing' und tanz',
Ich seh', daß ich behalt' die Schanz';
Und mach' allzeit ein froh Gesicht
Und zaudre bei dem Trunke nicht. Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	l00200072	ANGER#FEAR
2385	So oder so! Lappe, Karl	"Nord oder Süd!
Wenn nur im warmen Busen
Ein Heiligthum der Schönheit und der Musen,
Ein götterreicher Himmel blüht!
Des Nordens Hauch kann nicht die Brust erkalten,
Des Südens Weh'n es nicht zur Lust entfalten:
Nord oder Süd,
Wenn nur die Seele glüht!"	1.0	0.0	0.0	1.0	0.0	0.0	"So oder so!
Lappe, Karl Nord oder Süd!
Wenn nur im warmen Busen
Ein Heiligthum der Schönheit und der Musen,
Ein götterreicher Himmel blüht!
Des Nordens Hauch kann nicht die Brust erkalten,
Des Südens Weh'n es nicht zur Lust entfalten:
Nord oder Süd,
Wenn nur die Seele glüht!"	l00200011	AGITATION#JOY
7904	Weh um Weh Rogge, Friedrich Wilhelm	"„Wie mich rührt dein Gesang,
O du Trauter du,
Wenn in Klagen so bang
Du mir redest zu!
Ach, ich selber, ich bin
Ein Gefangner, wie du!
O verbann's aus dem Sinn
Und o laß mich in Ruh!
Laß singend uns Beide bezwingen das Leid,
Es kommt ja der Tag, der uns Beide befreit!“"	1.0	0.0	0.0	1.0	0.0	1.0	"Weh um Weh
Rogge, Friedrich Wilhelm O hinaus, o hinaus
In Gebüsch und Wald,
Mir zu bauen mein Haus,
O entlaß mich bald!
Nun die Brüder zurück
Aus dem Süden gekehrt
Und nach Lieb' und nach Glück
Mich das Sehnen verzehrt!
Zur Freiheit beschwinge dem Sänger den Flug,
Dir bleiben noch immer der Freuden genug!
Tio, tio, tototo, tiotinx! „Wie mich rührt dein Gesang,
O du Trauter du,
Wenn in Klagen so bang
Du mir redest zu!
Ach, ich selber, ich bin
Ein Gefangner, wie du!
O verbann's aus dem Sinn
Und o laß mich in Ruh!
Laß singend uns Beide bezwingen das Leid,
Es kommt ja der Tag, der uns Beide befreit!“"	l00200119	AGITATION#JOY#SADNESS
5722	Schutzengel Bleibtreu, Carl [alt. Bleibtreu, Karl]	"Wenn Sinnlichkeit dich unterjocht,
Wenn dir's im Busen kocht und pocht,
Ergreife meine kühle Rechte!
In meinem Spiegel man erkennt,
Mit meinem Messer man zertrennt
Der Leidenschaften Truggeflechte.“"	0.0	0.0	0.0	1.0	1.0	0.0	"Drei Geister nahten diese Nacht,
Die trübe sinnend ich durchwacht.
Mein innres Aug' sah Visionen.
Sie thronen nicht im Sternenzelt:
Sie sind Geschöpfe dieser Welt,
Die als Schutzengel sie bewohnen. Der erste Geist am Lager stand,
Schwarz war sein Haar und sein Gewand,
Und sprach mit monotonem Laute:
„Ich bin der Trost für jeden Schmerz,
Das Herz ich weise himmelwärts,
Das auf der Falschheit Schwüre baute. Bin Vampyr, der aus wunder Brust
Zwar saugt das Blut der Lebenslust,
Doch auch fortfächelt alle Leiden;
Bin Stab, der zur Erkenntniß führt,
Doch welken macht, was er berührt —
Ich bin die Mutter dieser Beiden.“ Sie wies auf jene andern Zwei.
Vortrat die zweite stolz und frei
Mit festem herrschaft-sicherm Tritte.
Sie prahlte nicht mit Prunkgeschmaid,
Nur einen Spiegel hielt die Maid
Und neigte sich in stummer Bitte. „Erwähle mich!“ so rief sie hell.
„Wir kennen uns ja lang, Gesell,
Ich kann dir mehr als jene geben.
Bereitet sie dich vor zum Tod,
So lehre ich trotz aller Noth
Dich tugendhaft und glücklich leben. Wenn Sinnlichkeit dich unterjocht,
Wenn dir's im Busen kocht und pocht,
Ergreife meine kühle Rechte!
In meinem Spiegel man erkennt,
Mit meinem Messer man zertrennt
Der Leidenschaften Truggeflechte.“"	l0070228	JOY#LOVE
